person_id,name,name_type,case_id,role,is_matching_pair
PID40216,Kavitha Yadab,phonetic,C7262,witness,1
PID13314,Amit Agarwal,standard,C7418,victim,1
PID13314,Ameet Agaarwal,transliteration,C7680,suspect,1
PID13314,Ameet Agaarwal,transliteration,C3571,witness,1
PID13314,Ameet Agaarwal,transliteration,C1814,suspect,1
PID68330,Sanjay Sharma,standard,C3365,suspect,1
PID68330,Sanfay Sharxa,typo,C8469,witness,1
PID68330,Saanjay Sharma,transliteration,C3733,witness,1
PID68330,Sanjy Sahrma,typo,C9905,suspect,1
PID67473,Aarav Verma,standard,C5483,suspect,1
PID67473,Aarab Verma,phonetic,C8651,reporter,1
PID67473,Aarab Vermma,phonetic,C7669,victim,1
PID67473,Aarav Verma,transliteration,C8557,witness,1
PID28484,Krishna Verma,non_matching,C3900,victim,0
PID92881,Deepak Mishra,standard,C5521,suspect,1
PID92881,Deepaak Mishraa,transliteration,C9721,victim,1
PID58178,Aarav Kumar,standard,C9963,witness,1
PID58178,Aarav Koomar,transliteration,C9792,suspect,1
PID58178,Aarcv Kmuar,typo,C7921,reporter,1
PID94722,Yash Yadav,standard,C3366,victim,1
PID94722,Yashh Yadab,phonetic,C7081,victim,1
PID94509,Yash Kumar,non_matching,C3891,suspect,0
PID31533,Varun Gupta,standard,C9657,witness,1
PID31533,Varsun Gpta,typo,C5344,reporter,1
PID23517,Lakshmi Gupta,non_matching,C6440,witness,0
PID72741,Manish Choudhary,standard,C5273,witness,1
PID72741,Mannish Choudhhary,phonetic,C1185,suspect,1
PID45229,Neha Choudhary,non_matching,C5826,reporter,0
PID78510,Divya Kumar,standard,C9588,witness,1
PID78510,Dvya Kymar,typo,C5840,witness,1
PID78510,Divya Kumapr,typo,C1872,victim,1
PID78510,Divyaa Kumaar,transliteration,C8796,reporter,1
PID39876,Ravi Kumar,standard,C6151,victim,1
PID39876,Rvi Kmar,typo,C6552,reporter,1
PID74933,Aditya Kumar,standard,C8700,suspect,1
PID74933,Adeetya Koomar,transliteration,C6136,victim,1
PID74933,Axitya Kumr,typo,C9053,victim,1
PID73004,Yash Joshi,standard,C6966,suspect,1
PID73004,Yashh Joshhi,phonetic,C9034,suspect,1
PID73004,Yas Joshee,transliteration,C1602,reporter,1
PID23907,Lakshmi Sharma,standard,C2032,victim,1
PID23907,Lakhsmi Sharmda,typo,C1389,witness,1
PID23907,Lakshmee Sharma,transliteration,C6695,victim,1
PID23907,Laxhmi Sharma,transliteration,C9292,victim,1
PID28439,Pooja Mishra,standard,C1159,reporter,1
PID28439,Puja Mishraa,transliteration,C9813,victim,1
PID43432,Gaurav Mishra,non_matching,C3662,witness,0
PID14668,Gaurav Mishra,standard,C9490,suspect,1
PID14668,Gaurab Mishra,phonetic,C9703,suspect,1
PID71152,Varun Joshi,standard,C8189,victim,1
PID71152,Varun Joshhi,phonetic,C3173,suspect,1
PID71152,Vareun Johi,typo,C7574,reporter,1
PID92873,Varun Trivedi,non_matching,C9469,victim,0
PID37865,Yash Shah,standard,C9558,witness,1
PID37865,Yas Shaah,transliteration,C6891,victim,1
PID37865,Yashh Shah,phonetic,C9352,reporter,1
PID49183,Amit Chauhan,standard,C5462,suspect,1
PID49183,Amit Chaoohan,transliteration,C4551,victim,1
PID49183,Amith Chauhann,phonetic,C9172,witness,1
PID99310,Amit Sharma,non_matching,C8184,suspect,0
PID70187,Yash Mehta,standard,C6539,witness,1
PID70187,Yashh Mehta,phonetic,C5702,victim,1
PID79697,Yash Mishra,non_matching,C8611,witness,0
PID16524,Shreya Verma,standard,C6404,victim,1
PID16524,Shreya Vermma,phonetic,C5537,suspect,1
PID32210,Manish Patel,standard,C7974,suspect,1
PID32210,Mannish Pathel,phonetic,C4133,witness,1
PID32210,Mansh Patll,typo,C2249,suspect,1
PID32210,Maanish Paatel,transliteration,C7084,victim,1
PID63498,Manish Gupta,non_matching,C9999,victim,0
PID42038,Amit Agarwal,standard,C9694,witness,1
PID42038,Amit Agaarwal,transliteration,C7161,suspect,1
PID42038,Ammit Agarval,phonetic,C5910,suspect,1
PID42038,Amibt Agaarwal,typo,C8477,witness,1
PID37158,Amit Verma,standard,C2855,suspect,1
PID37158,Ami Verma,typo,C9980,reporter,1
PID37158,Amit Vermaa,transliteration,C3916,witness,1
PID14570,Vikram Verma,standard,C4119,witness,1
PID14570,Vikram Verma,transliteration,C8233,suspect,1
PID13528,Ananya Gupta,standard,C8030,witness,1
PID13528,Annya Guupta,typo,C3521,witness,1
PID69991,Ishaan Kumar,standard,C6233,suspect,1
PID69991,Ishaan Koomar,transliteration,C8135,victim,1
PID69991,Isgaan Kuemar,typo,C4341,suspect,1
PID64123,Ishaan Gupta,non_matching,C2305,witness,0
PID98418,Pooja Trivedi,standard,C1996,witness,1
PID98418,Pooji Trviedi,typo,C4633,suspect,1
PID98418,Pooja Trivedi,phonetic,C6638,victim,1
PID98418,Pooa Trivhdi,typo,C2598,witness,1
PID22963,Sanjay Singh,standard,C5178,suspect,1
PID22963,Sanjay Singh,phonetic,C4997,reporter,1
PID22963,Saanjay Seengh,transliteration,C7226,suspect,1
PID79537,Kavita Joshi,standard,C8961,witness,1
PID79537,Kavta Johi,typo,C5467,reporter,1
PID79537,Kaavita Josi,transliteration,C9880,reporter,1
PID80189,Ananya Patel,standard,C6357,reporter,1
PID80189,Anaanya Paatel,transliteration,C4749,reporter,1
PID80189,Anannya Pamtel,typo,C1735,suspect,1
PID80189,Annanya Pathel,phonetic,C2172,suspect,1
PID56700,Ananya Yadav,non_matching,C3253,witness,0
PID46116,Pooja Singh,standard,C7694,victim,1
PID46116,Pooaj Sngh,typo,C1852,victim,1
PID46116,Pooja Sinngh,phonetic,C9114,reporter,1
PID46116,Pooja Sinngh,phonetic,C7704,suspect,1
PID19831,Sanjay Choudhary,standard,C8126,witness,1
PID19831,Saanjay Chooodhary,transliteration,C9530,victim,1
PID19831,Sannjay Choudhhary,phonetic,C4449,witness,1
PID93010,Shreya Patel,standard,C3489,suspect,1
PID93010,Shreyaa Paatel,transliteration,C9850,suspect,1
PID93010,Shrey Patyel,typo,C3279,suspect,1
PID60530,Krishna Patel,non_matching,C2994,reporter,0
PID37024,Yash Verma,standard,C7745,victim,1
PID37024,Yaysh Vermc,typo,C9883,suspect,1
PID37024,Yashh Verma,phonetic,C4810,suspect,1
PID62860,Sanjay Sharma,standard,C1697,reporter,1
PID62860,Saanjay Shaarma,transliteration,C4723,victim,1
PID97685,Aarav Sharma,non_matching,C9521,witness,0
PID12776,Neha Trivedi,standard,C6613,victim,1
PID12776,Nehaa Treevedi,transliteration,C1631,witness,1
PID24943,Neha Mishra,non_matching,C9845,suspect,0
PID17351,Varun Choudhary,standard,C7392,victim,1
PID17351,Varunn Choudhhary,phonetic,C2975,suspect,1
PID17351,Varun Choudhhary,phonetic,C3555,suspect,1
PID17351,Varun Choudhaary,transliteration,C9944,witness,1
PID14401,Krishna Trivedi,standard,C9889,witness,1
PID14401,Krishvna Trzvedi,typo,C9774,victim,1
PID42565,Krishna Gupta,non_matching,C3434,suspect,0
PID42672,Amit Verma,standard,C8976,witness,1
PID42672,Ameet Vermaa,transliteration,C4957,witness,1
PID91951,Lakshmi Verma,non_matching,C4010,suspect,0
PID39067,Kavita Gupta,standard,C1291,reporter,1
PID39067,Kaita Guptl,typo,C4144,witness,1
PID39067,Kaavita Guptaa,transliteration,C8800,reporter,1
PID39067,Kabita Guptha,phonetic,C3418,victim,1
PID90077,Gaurav Chauhan,standard,C2031,reporter,1
PID90077,Gurav Chauhoan,typo,C1998,witness,1
PID56743,Vikram Patel,standard,C1296,suspect,1
PID56743,Veekram Paatel,transliteration,C9358,reporter,1
PID56743,Vikram Pathel,phonetic,C6522,victim,1
PID30638,Kavita Gupta,standard,C3875,reporter,1
PID30638,Kaveeta Goopta,transliteration,C2020,victim,1
PID13093,Pooja Gupta,standard,C7039,reporter,1
PID13093,Poojaa Guptaa,transliteration,C3777,suspect,1
PID13093,Pooja Guptha,phonetic,C7684,witness,1
PID16138,Shreya Mehta,standard,C5549,reporter,1
PID16138,Shreya Mehtaa,transliteration,C3948,suspect,1
PID33826,Deepak Trivedi,standard,C7739,witness,1
PID33826,Dehpak Tivedi,typo,C8834,witness,1
PID33826,Deepaak Treevedi,transliteration,C3416,suspect,1
PID33826,Deepak Trivedhi,phonetic,C4182,witness,1
PID80178,Aarav Shah,standard,C3486,victim,1
PID80178,Aaarav Shaah,transliteration,C6593,witness,1
PID63404,Arjun Yadav,standard,C8384,victim,1
PID63404,Arjunn Yadhav,phonetic,C4536,suspect,1
PID92520,Yash Shah,standard,C6522,reporter,1
PID92520,Yasg Sgah,typo,C2302,suspect,1
PID92520,Yahs Syhah,typo,C8953,suspect,1
PID19101,Gaurav Chauhan,standard,C5507,victim,1
PID19101,Gaoorav Chaauhan,transliteration,C9811,suspect,1
PID41005,Gaurav Gupta,non_matching,C6976,witness,0
PID16232,Sanjay Choudhary,standard,C7240,witness,1
PID16232,Sanjay Choudhhary,phonetic,C8100,witness,1
PID16232,Sannjay Choudhhary,phonetic,C6665,witness,1
PID16232,Saanjay Choudhaary,transliteration,C7579,witness,1
PID79177,Aditya Mishra,standard,C9333,suspect,1
PID79177,Adeetya Misra,transliteration,C1440,witness,1
PID79177,Auitya Mishr,typo,C9989,victim,1
PID29759,Aditya Mehta,non_matching,C8517,witness,0
PID46510,Lakshmi Sharma,standard,C2782,suspect,1
PID46510,Lakshmu Sharmy,typo,C7500,suspect,1
PID46510,Lakshmmi Sharma,phonetic,C8273,victim,1
PID17663,Shreya Chauhan,standard,C4803,suspect,1
PID17663,Shreya Chauhann,phonetic,C7605,suspect,1
PID39555,Gaurav Shah,standard,C5011,reporter,1
PID39555,Gauraav Sah,typo,C2970,witness,1
PID42875,Pooja Singh,standard,C5966,victim,1
PID42875,Poojaa Seengh,transliteration,C6946,reporter,1
PID42875,Pyoja Singv,typo,C1541,reporter,1
PID42875,Pooja Singh,phonetic,C7358,suspect,1
PID43371,Pooja Choudhary,non_matching,C8782,reporter,0
PID86513,Deepak Patel,standard,C5104,reporter,1
PID86513,Deeapk Ptel,typo,C6300,witness,1
PID92288,Manish Gupta,standard,C1876,reporter,1
PID92288,Maneesh Goopta,transliteration,C2621,victim,1
PID40051,Manish Kumar,standard,C9548,reporter,1
PID40051,Maanish Kumaar,transliteration,C3474,suspect,1
PID40051,Maneesh Kumaar,transliteration,C2285,witness,1
PID35397,Varun Trivedi,standard,C9604,reporter,1
PID35397,Varu Trviedi,typo,C6550,reporter,1
PID35397,Varun Tribedi,phonetic,C1638,witness,1
PID40329,Aarav Chauhan,standard,C4003,reporter,1
PID40329,Aarva Cfhauhan,typo,C3929,reporter,1
PID24066,Ravi Agarwal,standard,C6439,witness,1
PID24066,Rabi Agarval,phonetic,C4878,suspect,1
PID24066,Raavi Agaarwal,transliteration,C8278,witness,1
PID24066,Rawi Agaarwal,transliteration,C6801,suspect,1
PID62172,Arjun Agarwal,non_matching,C7496,victim,0
PID36201,Ananya Chauhan,standard,C9930,witness,1
PID36201,Anaanya Chaoohan,transliteration,C1906,suspect,1
PID36201,Ananyt Chaughan,typo,C6304,suspect,1
PID73452,Ananya Verma,non_matching,C6910,witness,0
PID23708,Amit Verma,standard,C4053,suspect,1
PID23708,Ameet Vermaa,transliteration,C9022,reporter,1
PID23708,Amit Vermaa,transliteration,C1083,victim,1
PID23708,Amig Vermn,typo,C3620,witness,1
PID85657,Ananya Verma,non_matching,C9218,victim,0
PID57912,Aditya Choudhary,standard,C3365,victim,1
PID57912,Adityaa Chooodhary,transliteration,C6395,suspect,1
PID57912,Adeetya Choudhaary,transliteration,C9023,reporter,1
PID57912,Adeetya Chooodhary,transliteration,C2253,suspect,1
PID69109,Ishaan Singh,standard,C8672,reporter,1
PID69109,Ishaann Sinngh,phonetic,C7290,witness,1
PID69109,Ishaann Sinngh,phonetic,C7797,witness,1
PID69109,Ishaaan Seengh,transliteration,C6860,reporter,1
PID90324,Amit Mehta,standard,C6363,reporter,1
PID90324,Ameet Mehtaa,transliteration,C5993,suspect,1
PID87181,Amit Trivedi,non_matching,C3062,victim,0
PID26662,Ananya Verma,standard,C8774,suspect,1
PID26662,Annanya Verma,phonetic,C1765,victim,1
PID42373,Sanjay Mehta,standard,C2294,suspect,1
PID42373,Sanjy Meht,typo,C5025,reporter,1
PID42373,Sanay Mheta,typo,C6826,suspect,1
PID37631,Gaurav Singh,standard,C8803,reporter,1
PID37631,Gaurab Singh,phonetic,C8578,witness,1
PID37631,Gaurat Singy,typo,C3778,witness,1
PID37631,Gaaurav Seengh,transliteration,C5822,suspect,1
PID97732,Divya Mishra,standard,C1828,victim,1
PID97732,Divys Miehra,typo,C5328,suspect,1
PID97732,Divfa Mvshra,typo,C5352,reporter,1
PID90445,Varun Verma,standard,C9158,reporter,1
PID90445,Varoon Vermaa,transliteration,C5696,witness,1
PID90445,Varu Vermqa,typo,C4532,suspect,1
PID90445,Varvn Veram,typo,C5848,suspect,1
PID90407,Ananya Joshi,standard,C5417,suspect,1
PID90407,Ananza Jshi,typo,C6997,reporter,1
PID95919,Amit Sharma,standard,C9299,suspect,1
PID95919,Ameet Sharma,transliteration,C3111,witness,1
PID95919,Ammit Sharmma,phonetic,C4208,suspect,1
PID95919,Ammit Sharmma,phonetic,C2609,witness,1
PID13574,Yash Yadav,standard,C1829,witness,1
PID13574,Yssh Yaddav,typo,C5463,victim,1
PID13574,Ygsh Yuadav,typo,C7865,victim,1
PID13574,Yashh Yadab,phonetic,C5488,witness,1
PID15238,Yash Kumar,non_matching,C5731,suspect,0
PID52843,Neha Shah,standard,C2490,reporter,1
PID52843,Neah Shbah,typo,C9611,witness,1
PID52843,Nehaa Shaah,transliteration,C9916,witness,1
PID52843,Nehaa Shaah,transliteration,C4301,reporter,1
PID73537,Neha Mishra,standard,C1981,victim,1
PID73537,Nehaa Meeshra,transliteration,C7224,witness,1
PID73537,Nehaa Mishraa,transliteration,C5551,suspect,1
PID39120,Aditya Joshi,standard,C3212,witness,1
PID39120,Adityaa Josi,transliteration,C2078,victim,1
PID39120,Aitya Josi,typo,C4918,reporter,1
PID44708,Vikram Chauhan,standard,C5908,witness,1
PID44708,Vikram Chauhann,phonetic,C7479,reporter,1
PID30330,Vikram Shah,non_matching,C9710,victim,0
PID52312,Ishaan Trivedi,standard,C5802,victim,1
PID52312,Isaan Treevedi,transliteration,C2582,victim,1
PID68752,Suresh Sharma,standard,C8622,witness,1
PID68752,Sures Sharma,transliteration,C9796,reporter,1
PID68752,Sureshh Sharma,phonetic,C8028,suspect,1
PID55106,Neha Agarwal,standard,C2725,victim,1
PID55106,Nehaa Agaarwal,transliteration,C4874,witness,1
PID55106,Nehaa Agaarwal,transliteration,C4764,reporter,1
PID55106,Neh Agarwl,typo,C1192,reporter,1
PID62604,Shreya Gupta,standard,C9334,witness,1
PID62604,Shreyaa Guptaa,transliteration,C2154,witness,1
PID95314,Arjun Gupta,non_matching,C4059,suspect,0
PID60580,Aditya Joshi,standard,C4022,reporter,1
PID60580,Adithya Joshhi,phonetic,C8336,suspect,1
PID60580,Adithya Joshhi,phonetic,C1300,reporter,1
PID78691,Amit Joshi,non_matching,C6238,reporter,0
PID96350,Ananya Shah,standard,C1818,witness,1
PID96350,Annanya Shah,phonetic,C6490,reporter,1
PID96350,Anaanya Shaah,transliteration,C8482,witness,1
PID96350,Anayna Sah,typo,C6767,witness,1
PID71552,Deepak Chauhan,standard,C8800,suspect,1
PID71552,Dipak Chaauhan,transliteration,C3013,victim,1
PID48945,Varun Chauhan,non_matching,C6199,victim,0
PID41930,Ananya Trivedi,standard,C7944,suspect,1
PID41930,Annanya Tribedi,phonetic,C8503,reporter,1
PID41930,Annanya Tribedi,phonetic,C8714,suspect,1
PID90527,Vikram Trivedi,non_matching,C6730,suspect,0
PID70615,Aditya Joshi,standard,C9692,witness,1
PID70615,Adhitya Joshhi,phonetic,C1097,witness,1
PID98349,Shreya Joshi,standard,C2075,victim,1
PID98349,Shrzeya Jshi,typo,C1699,reporter,1
PID98349,Shrya Joshsi,typo,C6395,suspect,1
PID98349,Shreya Joshhi,phonetic,C4030,witness,1
PID38474,Rahul Yadav,standard,C7315,victim,1
PID38474,Rahuo Yqdav,typo,C5309,reporter,1
PID38474,Raahul Yaadav,transliteration,C8781,victim,1
PID38474,Rahul Yadhav,phonetic,C5105,witness,1
PID82859,Gaurav Chauhan,standard,C9170,victim,1
PID82859,Gaurafv Chauhaon,typo,C4164,reporter,1
PID46730,Neha Yadav,standard,C1548,witness,1
PID46730,Neha Yadab,phonetic,C7697,reporter,1
PID46730,Nehfa Ydaav,typo,C2527,reporter,1
PID68290,Varun Gupta,standard,C1552,suspect,1
PID68290,Vaarun Guptaa,transliteration,C7646,victim,1
PID92893,Varun Agarwal,non_matching,C1348,victim,0
PID22075,Rahul Sharma,standard,C8012,witness,1
PID22075,Rahud Sharmh,typo,C4195,suspect,1
PID54878,Arjun Choudhary,standard,C5128,reporter,1
PID54878,Arjunn Choudhhary,phonetic,C8895,reporter,1
PID54878,Arjnu Chaoudhary,typo,C8832,suspect,1
PID54878,Arjun Chooodhary,transliteration,C1828,witness,1
PID34080,Arjun Trivedi,standard,C1101,suspect,1
PID34080,Arjaun Trivdi,typo,C2647,victim,1
PID95995,Krishna Trivedi,non_matching,C1520,witness,0
PID48462,Vikram Mishra,standard,C8755,suspect,1
PID48462,Vikrm Mishar,typo,C6654,reporter,1
PID48462,Vikraam Mishraa,transliteration,C7745,witness,1
PID73453,Kavita Verma,standard,C5887,witness,1
PID73453,Kazvita Vera,typo,C6157,victim,1
PID73453,Kavitha Verma,phonetic,C7148,victim,1
PID73453,Kaveeta Vermaa,transliteration,C1912,victim,1
PID67107,Kavita Mishra,standard,C4728,suspect,1
PID67107,Kawita Mishraa,transliteration,C8616,suspect,1
PID67107,Kvita Mihsra,typo,C9814,witness,1
PID30389,Neha Kumar,standard,C6374,victim,1
PID30389,Neha Kummar,phonetic,C9191,reporter,1
PID30389,Neh Kjmar,typo,C9348,witness,1
PID62693,Neha Yadav,non_matching,C2699,reporter,0
PID26108,Kavita Shah,standard,C2994,suspect,1
PID26108,Kvaita Slah,typo,C8052,reporter,1
PID26108,Kabita Shah,phonetic,C1061,victim,1
PID26108,Kaavita Shah,transliteration,C9905,reporter,1
PID88932,Lakshmi Gupta,standard,C6184,witness,1
PID88932,Laxhmi Guptaa,transliteration,C3989,witness,1
PID51932,Neha Mishra,standard,C8679,victim,1
PID51932,Neah Missra,typo,C7330,reporter,1
PID51932,Neha Mishra,phonetic,C3598,suspect,1
PID51932,Nehaa Meeshra,transliteration,C9104,suspect,1
PID25583,Suresh Mishra,non_matching,C8857,victim,0
PID64110,Divya Singh,standard,C6230,suspect,1
PID64110,Divya Sinngh,phonetic,C4915,suspect,1
PID64110,Diwya Seengh,transliteration,C2511,reporter,1
PID61172,Krishna Mishra,standard,C9289,suspect,1
PID61172,Krishnna Mishra,phonetic,C8222,suspect,1
PID61172,Kreeshna Meeshra,transliteration,C4517,witness,1
PID16674,Shreya Singh,standard,C3243,suspect,1
PID16674,Sheya Sing,typo,C1263,victim,1
PID98940,Aditya Sharma,standard,C7036,witness,1
PID98940,Aaitya Shaoma,typo,C4464,victim,1
PID98940,Aeitya Sharkma,typo,C8741,witness,1
PID22077,Aditya Mehta,non_matching,C8800,suspect,0
PID79821,Ishaan Mishra,standard,C8708,victim,1
PID79821,Ishaan Misra,transliteration,C1219,victim,1
PID79821,Ishhaan Mishhra,phonetic,C8467,witness,1
PID79821,Ishaan Misra,transliteration,C5878,suspect,1
PID72252,Divya Sharma,standard,C4722,suspect,1
PID72252,Divyta Shirma,typo,C2245,victim,1
PID72252,Deevya Shaarma,transliteration,C4578,reporter,1
PID72252,Diwya Sharma,transliteration,C4480,victim,1
PID83524,Divya Yadav,non_matching,C2814,victim,0
PID95210,Divya Choudhary,standard,C6847,witness,1
PID95210,Divya Choudhhary,phonetic,C2324,witness,1
PID95210,Diwya Choudhaary,transliteration,C6179,witness,1
PID95210,Deevya Chooodhary,transliteration,C4583,witness,1
PID18807,Divya Shah,non_matching,C6037,reporter,0
PID96801,Suresh Shah,standard,C3058,victim,1
PID96801,Sureshh Shah,phonetic,C3434,witness,1
PID96801,Sureth Shha,typo,C5469,reporter,1
PID96801,Sureshh Shah,phonetic,C1021,suspect,1
PID54212,Manish Mishra,standard,C4232,suspect,1
PID54212,Manis Mishraa,transliteration,C2802,witness,1
PID54212,Mansh Misha,typo,C9108,suspect,1
PID54212,Manishh Mishra,phonetic,C3308,witness,1
PID24049,Yash Mishra,non_matching,C8177,witness,0
PID12175,Kavita Yadav,standard,C4184,reporter,1
PID12175,Kevita Yeadav,typo,C3103,reporter,1
PID12175,Kvita Yavav,typo,C6817,witness,1
PID81730,Sanjay Kumar,standard,C3460,reporter,1
PID81730,Saanjay Koomar,transliteration,C8725,suspect,1
PID81730,Sanjas Kmuar,typo,C1108,witness,1
PID81730,Sanjay Kummar,phonetic,C5867,witness,1
PID32901,Neha Singh,standard,C7499,reporter,1
PID32901,Neha Singh,phonetic,C6891,suspect,1
PID32901,Nea Sigh,typo,C2780,reporter,1
PID32901,Nceha Sincgh,typo,C5929,suspect,1
PID73451,Varun Joshi,standard,C6771,victim,1
PID73451,Varun Josi,transliteration,C2575,witness,1
PID17178,Ishaan Shah,standard,C6406,witness,1
PID17178,Ishjan Skah,typo,C4319,victim,1
PID56257,Amit Mehta,standard,C2723,suspect,1
PID56257,Amit Mehtaa,transliteration,C6914,suspect,1
PID47409,Aarav Trivedi,standard,C6444,witness,1
PID47409,Aaray Trived,typo,C1068,suspect,1
PID47409,Aarab Trivedi,phonetic,C8024,reporter,1
PID47409,Aarav Triwedi,transliteration,C5003,suspect,1
PID44481,Varun Shah,standard,C1032,witness,1
PID44481,Varum Shlh,typo,C7822,suspect,1
PID25034,Divya Shah,standard,C5640,witness,1
PID25034,Divya Shah,phonetic,C7458,suspect,1
PID25034,Ditvya Shakh,typo,C7808,suspect,1
PID66437,Gaurav Agarwal,standard,C7130,reporter,1
PID66437,Gaoorav Agaarwal,transliteration,C5781,reporter,1
PID66437,Gaaurav Agaarwal,transliteration,C9289,victim,1
PID66437,Gaurab Agarval,phonetic,C8024,reporter,1
PID74786,Ravi Singh,standard,C1105,witness,1
PID74786,Rsavi Sigh,typo,C5994,victim,1
PID89740,Ravi Patel,non_matching,C3936,suspect,0
PID97454,Amit Chauhan,standard,C7599,victim,1
PID97454,Ameet Chaauhan,transliteration,C4810,victim,1
PID88603,Gaurav Mehta,standard,C4767,witness,1
PID88603,Guarav Mehka,typo,C4679,victim,1
PID88603,Gauraw Mehtaa,transliteration,C8809,witness,1
PID24791,Yash Yadav,standard,C6352,witness,1
PID24791,Yashh Yadab,phonetic,C1675,suspect,1
PID24791,Yas Yadaw,transliteration,C6406,witness,1
PID24791,Yah Yadva,typo,C2571,witness,1
PID13173,Yash Singh,standard,C2272,reporter,1
PID13173,Yaash Seengh,transliteration,C1405,reporter,1
PID13173,Yashh Sinngh,phonetic,C3798,reporter,1
PID13173,Yyash Songh,typo,C5875,reporter,1
PID49423,Vikram Kumar,standard,C9956,witness,1
PID49423,Vikramm Kummar,phonetic,C1157,witness,1
PID49423,Veekram Koomar,transliteration,C1248,suspect,1
PID29407,Vikram Singh,non_matching,C6270,reporter,0
PID55905,Aarav Yadav,standard,C2413,reporter,1
PID55905,Aarab Yadab,phonetic,C5867,victim,1
PID56087,Kavita Singh,standard,C9608,reporter,1
PID56087,Kavpita Sngh,typo,C6092,suspect,1
PID92773,Shreya Singh,standard,C8884,suspect,1
PID92773,Shreya Sinngh,phonetic,C3124,witness,1
PID92773,Shreya Singh,phonetic,C6253,witness,1
PID61289,Divya Verma,standard,C2412,suspect,1
PID61289,Dibya Vermma,phonetic,C7114,reporter,1
PID61289,Deevya Verma,transliteration,C9321,witness,1
PID19043,Pooja Mehta,standard,C8396,witness,1
PID19043,Pooaj Mehza,typo,C9620,victim,1
PID19043,Pooja Mehta,phonetic,C9464,reporter,1
PID27960,Gaurav Gupta,standard,C7404,victim,1
PID27960,Gausav Gtpta,typo,C9527,suspect,1
PID92306,Lakshmi Mishra,standard,C8543,witness,1
PID92306,Lakshhmi Mishra,phonetic,C3815,reporter,1
PID92306,Lakshmui Mivshra,typo,C6554,reporter,1
PID92306,Laxhmi Meeshra,transliteration,C8203,suspect,1
PID13031,Pooja Chauhan,standard,C7507,reporter,1
PID13031,Puja Chaauhan,transliteration,C4452,victim,1
PID13031,Pooja Chauhann,phonetic,C3605,victim,1
PID13031,Puja Chaauhan,transliteration,C1103,suspect,1
PID60036,Manish Choudhary,standard,C6346,witness,1
PID60036,Maneesh Chooodhary,transliteration,C2493,reporter,1
PID60036,Manish Chqudhary,typo,C8017,victim,1
PID60036,Mannish Choudhhary,phonetic,C1237,reporter,1
PID68385,Aarav Patel,standard,C4155,reporter,1
PID68385,Aarab Pathel,phonetic,C8067,suspect,1
PID87999,Manish Gupta,standard,C3963,suspect,1
PID87999,Maanish Goopta,transliteration,C7054,victim,1
PID87999,Manis Guptaa,transliteration,C7291,reporter,1
PID13692,Krishna Sharma,standard,C4200,suspect,1
PID13692,Kreeshna Sharma,transliteration,C7290,suspect,1
PID59737,Krishna Chauhan,non_matching,C8930,suspect,0
PID35483,Divya Shah,standard,C9810,witness,1
PID35483,Divya Shah,phonetic,C3883,victim,1
PID33960,Vikram Shah,non_matching,C3928,witness,0
PID20136,Sanjay Joshi,standard,C3188,witness,1
PID20136,Sajnay Joshci,typo,C6838,victim,1
PID20136,Saanjay Joshee,transliteration,C2440,reporter,1
PID20136,Sanajy Jpshi,typo,C4790,victim,1
PID51183,Gaurav Joshi,non_matching,C4713,witness,0
PID10088,Aarav Choudhary,standard,C8166,reporter,1
PID10088,Aarab Choudhhary,phonetic,C4102,suspect,1
PID37269,Kavita Choudhary,non_matching,C2168,reporter,0
PID32398,Pooja Singh,standard,C3473,reporter,1
PID32398,Pooua Svngh,typo,C1009,suspect,1
PID32398,Pooja Singh,phonetic,C1742,reporter,1
PID32398,Pooja Sinngh,phonetic,C8078,witness,1
PID31909,Pooja Sharma,non_matching,C3749,suspect,0
PID11247,Sanjay Patel,standard,C1884,suspect,1
PID11247,Saanjay Paatel,transliteration,C8932,reporter,1
PID88252,Sanjay Agarwal,standard,C7445,reporter,1
PID88252,Saanjay Agaarwal,transliteration,C6879,victim,1
PID96780,Neha Agarwal,non_matching,C4418,victim,0
PID13788,Kavita Shah,standard,C1692,suspect,1
PID13788,Kabita Shah,phonetic,C7011,victim,1
PID13788,Kavina Sah,typo,C8169,suspect,1
PID36973,Sanjay Shah,non_matching,C2604,suspect,0
PID37902,Aditya Chauhan,standard,C9753,witness,1
PID37902,Aidtya Chauhn,typo,C6992,reporter,1
PID37902,Adeetya Chaoohan,transliteration,C3569,reporter,1
PID30493,Yash Chauhan,non_matching,C8895,witness,0
PID97478,Krishna Joshi,standard,C1419,suspect,1
PID97478,Krishuna Josh,typo,C4206,witness,1
PID97478,Krishan Jsohi,typo,C6563,victim,1
PID58530,Arjun Joshi,non_matching,C7099,witness,0
PID40023,Krishna Kumar,standard,C6709,reporter,1
PID40023,Krisna Kumaq,typo,C7358,reporter,1
PID40023,Kgrishna Kufmar,typo,C1964,suspect,1
PID56281,Krishna Mishra,non_matching,C7437,victim,0
PID85352,Lakshmi Mehta,standard,C3367,witness,1
PID85352,Lakshmmi Mehtha,phonetic,C8589,reporter,1
PID85352,Laxhmi Mehtaa,transliteration,C3640,victim,1
PID69995,Suresh Yadav,standard,C3771,reporter,1
PID69995,Sures Yaadav,transliteration,C3159,suspect,1
PID48668,Rahul Shah,standard,C7866,reporter,1
